oblittero, cancel
oblivio, forgetfulness
obruo, overwhelm
obsequium, indulgence
obstinatus, firm
obtestor, implore
obtineo, hold
obviam ire, 
obviam, on
obvius, on
occasio, favorable
occido , fall
occidi , fall
occasum, fall
occulto, secretly
occupo, take
occurro, fall
occursus, meeting
ocius, quick
oculus, eye
odio, hate
odium, hatred
offensio, striking
offero, bring
officina, workshop
officium, duty
olim, once
omitto, omit
omnigenus, of
omnino, altogether
omnipotens, all
omnis, all
omnes, all
onero, load
onus, load
opera, work
operor, work
opes, means
opinio, opinion
opisthotonos, 
oporotheca, place
oportet, it
oportunitas, convenience
oppono , set
opposui , set
oppositum, set
opportune, conveniently
opportunitas, fitness
opportunus, opportune
opportunus, fit
oppressum, suppress
opprobrium, reproach
oppugno, fight
ops, singular
optimates, the
optimus: aristocrat
opto, desire
opus operis, work
oratio, speech
orator, orator
orbis, circle
ordinatio, rule
ordine, ordinem
ordo, rank
orior , rise
oriri , rise
ortus, rise
ornatus, dress
orno, equip
oro, speak
os, oris
ostendo, show
ostium, entrance
otium, free
otium, ease
ovis , sheep
ovis, sheep
paciscor, make
pactum, treaty
pactum, agreement
pactus, agreed
paene, pene
paganus, countryman
pala, spade
palam, openly
palea, chaff
pallium, coverlet
palma, palm
pando, stretch
panis, bread
panem, bread
par, equal
paratus, prepared
parens , parent
parentis, parent
pareo, obey
paries, wall
parilis, similar
pario, bear
pariter, equally
paro, prepare
pars , part
partis, part
partim, partly
pasco, graze
passer, sparrow
patefacio, disclose
pateo, plain
pater , father
patris, father
paternus, native
patiens, patient
patientia, patience
patior, suffer
patria, fatherland
patrocinor, protect
patronus, patron
patruus, paternal
pauci, few
paulatim, gradually
pauper, beggar
pauper, poor
paupertas, beggardry
pax pacis, peace
peccatus, sin
pecco, do
pecto, comb
pectus , heart
pectoris, heart
pecunia, money
peior, worse
pello , hit
pepulli , hit
pulsum, hit
pendeo, hang
pendo, weigh
penitus, inward
penus, us
per, because
peracto, carry
peragro, wander
percipio , gain
percepi , gain
perceptum, gain
percontor, inquire
perculsus, a shock
percutio, strike
perdignus, very
perdo, destroy
perduco, lead
peregrinus, wanderer
pereo, pass
perfectus, complete
perfero, bear
perfruor, execute
perfusus, steeped
pergo, continue
periclitatus, put
periclitor, test
periculosus, hazardous
periculum, danger
perimo , destroy
peremptum, destroy
peritus, skilled
periurium, perjury
perlustro, pass
permitto , allow
permissi , allow
permissum, allow
permoveo, excite
perniciosus, pernicious
perperam, wrongly
perpetro, complete
perpetuus, perpetual
perscitus, very
perscribo, write
perseco, cut
persequor , follow
persequi, follow 
persecutus, follow
perseverantia, perseverance
persevero, persist
persisto, persist
persolvo, unloose
perspicuus, transparent
perterreo, terrify
pertimesco, become
pertinacia, firmness
pertinaciter, stubbornly
pertinax, persistent
pertineo, pertain
pertingo, stretch
pertorqueo, twist
pertraho, drag
perturbo, disturb
perturpis, very
peruro , burn
perussi , burn
perustum, burn
pervalidus, very
perverto , turn
perverti , turn
perversum, turn
pervideo , look
pervidi , look
pervisum, look
pes , foot
pedis, foot
pessimus, worst
pessum, downward
pestifere, destructively
pestis , plague
pestis, plague
petitus, inclining
peto, make
peto, ask
phasmatis, ghost
phitonicum, 
pia , honest
pium, honest
pica, jay
picea, the
pictor, painter
pictoratus, painted
piger , lazy
pigra , lazy
pigrum, lazy
pignus, pawn
piper, piperis
pipio, chirp
pirum, pear
pirus, pear
piscator, fisherman
piscis , fish
piscis, fish
pius,  godly 
placet, it
placide, quitely
placidus, quiet
placitum, judgment
placitum, accord
placo, placate
plaga, district
plagiarius, kid
plane, plainly
plango , strike
planxi , strike
plactum, strike
platea, street
plaustrum, wagon
plebs, masses 
plebis, masses
plecto, punish
plector, be punished
plene, completely
plenus, full
plerumque, for
plerusque, very
plico, fold
plorabilis, deplorable
ploratus, weeping
ploro, lament
pluit pluvit, it
pluma, feather
plumbeus, leaden
plumbum album, tin
plumbum, lead
pluo, rain
plura, more
plures, more
plurimi, at
plurimus, most
plus, more
plusculus, somewhat
pluvia, rain
pluvialis, pertaining
pocius , rather
potius, rather
poema poematis, poem
poena, pain 
polenta, pearl
polleo, able
pollex, thumb
polliceor, promise
pollicitus, promised
pomum, fruit
pono , lay
posui , lay
positum, lay
pons , bridge
pontis, bridge
poposco, see
populus, people
porro, forward
porta, gate
posco, call
positus, position
possessio, possession
possum , avail
posse , avail
potum, avail
post, after
postea, afterwards
posteri, posterity
posterus, postremo
postpono, put
postulo, ask
potens, able
potestas, power
potissimus, best
potius, rather
prae , before
pre, before
praebeo, offer
praecedo, precede
precelsus, exceedingly
praecepio, precep
praecipio, precipio
precipuus: excellent
praeclarus, excellent
precox, ripe
preda, plunder 
predico, warn
preeo, go
prefero, carry
prefero, anticipate
prefeci , put
prefectum, put
prefinio, appoint 
prefoco, choke
pregravo, press
praemitto, send
premium, reward
premo, press
praenuntius, foretelling
prepono, set
presentia, presence
presencia, power
presidium, guard
prestans, excellent
prestantia: superiority
praesto, stand
presto, answer
praesul, dancer
presumo, anticipate
praeter, beyond
preterea, besides
pretereo, pass
preteritus, past
pretermissio, neglect
pretergredior, pass
prevenio
pravitas, crookedness
precipio, anticipate
precipue, chiefly
precor, pray
prehendo, seize 
pressum, squeeze
prenda, booty
pretereo, go
pretium, price
prevenire, come
precis, request
primitus, first
primo, first
primoris, first
primum, quam
primum, at
princeps, chief
principatus, rule
principium, beginning
prior prius, former
priscus, ancient
pristinus, former
prius, before
privatus, private
privigna, step
privo, deprive 
pro, because of
probitas, probity
probo, show
procedo, go
procella, storm
procer, chief
procinctu, prepared
procul, far
procurator, manager
prodigiosus, unnatural
proditor, traitor
proelium, battle
profecto, truly
profero, carry
proficio, make
proficio, advance
proficiscor, depart
proficuus, proficiscor
profiteor,confess
profor , speak
profari , speak
profatus, speak
profugus, fleeing
profusum, pour
profundus, deep
progener, husband
progenero, produce
progenies, descent
progenitor, founder
progenitum, engender
prognatus, born
progredior, go
progressio, advance
progressus, advance
prohibeo, prevent
prohibitio, prohibition
proicio, throw
proinde, consequently
prolabor, slide
prolato, enlarge
prolecto, entice
proles, offspring
prolixi, lure
prolix, long
prolixus, wide
proloquor, speak
prolutum, wash
prolusio, preliminary
proluvier, inundation
promereo promereor, deserve
promeritum, desserts
prominens, jutting
promineo, stand
promisce promiscue, indiscriminately
promiscuus, mixed
promitto, let
promitto, let
promo, produce
promontorium, peak
promotum, push
prompte, promptly
promptu, display 
promptus, ready
promulgatio, publication
promus, steward
pronepos, great
pronuntio, proclaim
prope, near
propello, drive
propero, hasten
propinquus, near
propono, display
proprie, exclusively
proprius, special
propter, because of
propugnaculum, fortification
prorsus, forward
prosequor, attack
prosper, favorable
prosperitas, prosperity
protestor, protesto
protinus, forward
protraho,  protract
prout, just
provectus, advanced
proveho, carry
provideo, foresee
provisor, one
proximus, nearest
prudens, prudent
prudenter, wisely
prudentia, foresight
puchre, beautifully
pudendus, shameful
pudicus, modest
pudor, modesty
puella, girl
puer, boy
puerilis, childish
pueriliter, boyishly
puga pyga, buttocks
pugna, fight
pugnaculum, fortress
pugnax, fond
pugno, fight
pulchellus, pretty
pulchrum, beautiful
pulchritudinis, beauty
pullulo, shoot
pullus, dark
pullus, young
pulmentum, anything
pulmo, the
pulpa, flesh
pulpitum, platform
pulso, strike
pulsus, beating
pulsus, beating
pulvis, dust 
punctum, penetrate
pupugi, prick
puniceus, purple
punio, punish
punitor, punisher
pupa, doll
pupillus , orphan
pupilla, orphan
puppis, stern
pupula, pupil
purgamentum, rubbish
purgatio,  cleansing
purgo, clean
purpura, purple
purus, pure
pusillus, tiny
putator, pruner
puteo, stink
puter, rotten
putesco, putrefy
puteus, well
puto, clear
putus, pure
pyropus, bronze
pyus , casket
qua, where
quadraginta, forty
quadratus, square
quadrigae, four
quadrivium, second
quadrivium, crossroads
quadrum, square
quae, who
quero, seek
quaesitio, investigation
queso, seek
quaestio, seeking
quaestuosus, profitable
quaestus, profit
qualitas, quality
quam, which
quamdiu, such
quamobrem, quam
quamquam, nevertheless 
quandoquidem, since
quanti, for how much
quanto, by how much
quantum, amount
quapropter, wherefore
quare, wherefore
quartus, fourth
quasi, sort of
quasso, shake
quatinus, since
quater, four
quattuor, four
quercus, oak
querella, complaint
queribundus, complaining
querimonia, complaint
queritor, complain
quernus, oaken
queror, complain
querulus, complaining
qui, that
quia, because
quibus, which
quicquid, whoever
quid, what
quidem, indeed
quies quietis, quiet
quilibet, anyone
quin, indeed
quinam , which
quaenam , which
quenam , which
quodnam, which
quingenti, five
quinquennis, five
quippe, certainly
quisnam, quidnam
quisquam, anyone
quisque, each
quisquis, whoever
quo, which
quod, because
quondam, formerly
quoniam, since
quoque, also
quorum, of which
quot, how
quotidianum, daily
quotiens, often
quotienscumque, however
quovis, whatever
radicitus, by
ratum, seize
rarus, rare
ratio, system
ratio, reckoning
recedo, go
receptum, go
recito, read
recognosco, recognize
recolo, recall
recolo, cultivate
recolo, reflect
reconcilio, restore
recondo, lay
recordatio, recollection
recordor, remember
recro, recreate
rectum, virtue
rectus, right
recuperatio, recovery
recupero, regain
recuso, refuse
redarguo, refute
redarguo, disprove
reddo, repeat
reddo, give
redemptio, ransoming
redemptor, redeemer
redeo, go
redeo, fall
redigo, bring
redono, give
reduco, lead
redundantia, overflowing
redundo, overflow
refectory, mess hall
refero, bring
reformo, form
regina, queen
regius, royal
regnum, rule
rectum, guide
regula, rule
relaxo, loosen
relectum, read
relevo, lift
relictus, 
relinquo, leave
reliquum, remainder
relucesco, become
reluctor, struggle
remando, send
remaneo, stay
remaneo, remain
rememdium, cure
removeo, draw
remuneror, repay
renuntio, declare
renuo, deny
rependo, ransom
repens, sudden
repente, suddenly
repere, crawl
reperio, get
repetitio, repetition
repeto, seek
repeto, return
repleo, replenish
repletus, filled
repo, creep
reptum, creep
repono, deposit
reprehendo, blame
repugno, fight
requietum, rest
requiro, ask
res rei, thing
resisto, resist
respicio, look
responsum, answer
restituo, restore
resumo, repeat
retineo, hold
retractum, draw
retribuo, give
reus, defendant
revenio, come
reverto, go
reverti , return
reversus, return
revoco, call
revolvo, unroll
rex rgis, king
rhetor, rhetorician
rhetoricus, rhetorical
risum, laugh
rigor, stiffness
ritus, usage
rogo, ask
rostrum, bill
rota, wheel
rotundus, wheel
rubor, redness
rudimentum, trial
rumor, rumor
rutum, rush
rursus, on
rusticus, rustic
sabbatum, sabbath
sacculus, purse
sacrificum, sacrifice
sacrilegus, sacrilegious
sepe, hedge
sepe, often
saepenumero, repeated
sepius, often
saeta, hair
saevio, rage
sal , sal
salis, salt
salsus, salty
saltem, at
salus, health
saluto, wish
salutor, visitor
salveo, be
salvus, safe
sanctifico, sanctify
sanctimonia, purity
sanctimonialis, nun 
sanctus, holy
sanctificetur, holy
sane, rationally
sanitas, health
sano, heal 
sanus, sound 
sapiens, wise
sapienter, wisely
sapientia, wisdom
sarcina, bundle
satago, pay
satago, have
satio, satisfy
satis, enough
sato, sow
satura, satire
saturo, fill
scaber, scabby
scabies, the
scamnum, bench
sceleratus, wicked
scelero, pollute
scelestus, wicked
sceleris, crime
schola, school
scientia, knowledge
scilicet, evidently
scindo, cut
scitum, know
scio, know
scisco, investigate
scribo, scripsi
scrinium, bookcase
scriptor, writer
secedo, go
secretum, separate
secundus, second
securus, safe
secus, non
secus, otherwise
secuutus, follower
sed, but
sessum, sit
seditio, dissension
sedo, settle
seductor, seducer
semper, always
senectus, old
senis, old
sensus, feeling
sententia, opinion
sentio, judge
sentio, feel
seorsum, apart
sepelio, ruin
septem, seven
sepulchrum, grave
seputus, buried
sequax, following
secutus, follow
serio, seriously
serius, serious
sermo, talk
sermo, discussion
sero, sow 
servitus, servitude
servo, watch
servus, slave
severitas, severity
si, if
sibimet, them
sic, so
siccus, dry
Siclinium, 
sicut, as
sidus, constellation
signum, sign
silens, silent
silenti etc, the
silentium, silence
sileo, be
siligo, wheat
silva, woods
similis, similar
similitudo, likeness
simplex, simple
simul atque, as
simul, at
simulatio, pretense
sine, without
singularis, alone
singuli, one
singultim, stammeringly
singultus, sobbing
singulus, single
sino, allow
siquidem, since
sitio, be
sitis, thirst
sive seu, or
socer, father
socius, sharing
socius, partner
sodalitas, fellowship
sol , sun
solis, sun
soleo, be
solitudinis, loneliness
solium, chair
sollers, clever
sollicito, stir
sollicitudo, uneasiness
sollicitudo, concern
sollicitus, uneasy
sollicitus, troubled
solum, land
solus, alone
solutio, loosening
solvo, loosen
somniculosus, sleepy
somniculouse, sleepily
somnio, dream
somnium, dream
somnus, sleep
sonitus, noise
sono, sing
sophismata, false
sopor, deep
sordeo, be
sordes, filth
sordesco, become dirty
sortitus, casting
sparsum, scatter
speciosus, beautiful
spectaculum, spectacle
specto, look
speculum, mirror
specus, cave
spretum, scorn
spero, hope
spes, hope
spiculum, sharp
spiritus, breath
spoliatio, plundering
spolio, strip
spolium, spoils
sponte, willingly
stabilis, firm
stabilitas, firmness
statim, firmly
statua, statue
statuo, give
statuo, cause
stella, star
stillicidium, dripping
stipes, itis
stipes, log
stips, stipis
strenuus, brisk
strues, piles
studio, study
studiose, eagerly
studium, eagerness
stultus, foolish
suadeo, recommend
suasoria, persuasive
sub, under
subito, adv
subitus, sudden
subiungo, yoke
sublime, on
subnecto, bind
subseco, cut
subsequor, follow
substantia, substance
subvenio, come
subvenio, come
succedo, approach
succendo, kindle
successio, succeeding
succurro, run
sufficio, be
suffoco, strangle
suffragium, vote
suggero, bring
sui, himself
sulum, each
sum fui futurus, be
summa, sum
summisse, humbly
summissus, lowered
summopere, very much
sumo, take
sumptus, expense
supellectilis, furniture
super, above 
superbia, pride
superbus, overbearing
superficies, surface
superfluo, flow
superna, northeast
superne, from
supernus, above
supero, overcome
supersum, remain
supervacuus, superfluous
suppellectilus, ornaments
suppellex, household
supplanto, trip
supplex, kneeling
supplicium, punishment
subpono, subject
supra, above
surculus, shoot
sursum, upwards
suscipio, raise
suscito, stir
suspensum, suspend
sustineo, hold
suus , their
sua, their
suum, their
synagoga, synagogue
tabella, writing
tabellae, letter
tabernus, booth
tabesco, melt
tactum, touch
tabula, board
tactus, sense
taedium, tedium
talis, such
talus, ankle
tam, so
tamen, notwithstanding
tametsi, although
tamisium, sieve
tandem, finally
tantum, only
tantummodo, only
tardus, slow
te, you 
tectum, cover
temeritas, rashness
temperantia, moderation
tempero, mix
tempero, spare
tempestas, storm
templum, sacred
temptatio, trial
tempus temporis, time
tenax, grasping
tendo, direct
tendo, direct
teneo, keep
teneo, hold
teneo, grasp
tenerum, tender
tentationem, trial
tenuis, thin
tenus, prep
tepesco, cool
tepidus, warm
ter, three
terebro, bore
teres, rounded
terga dare, flee
tersum, wipe
tergiversatio, backwardness
tergo, in the rear
tergum, skin
tergus, hide
terminatio, termination
termino, restrict
terminus, limit
tritum, rub
terra, earth
terreo, frighten
territo, scare
terror, fright
tersus, clean
tertius, third
testimonium, proof
testis, one
texo, weave
texo, the
textilis, woven
textrix, weaver
textus, woven
thalassinus, sea
theatrum, theater
theca, case
thematis, theme
thema, subject
theologus, theologian
thermae, warm
thesaurus, treasure
thesis, proposition
thorax, breastplate
timeo, fear
timidus, fearful
timor, fear
titulus, label
tolero, tolerate
sublatum, lift
tonsum, shave
tonsor, barbar
torqueo, twist
torrens, rushing
totidem, just
toties,ties
toties,tiens
toties, often
totus, whole
tracto, drag
traditum, surrender
tractum, drag
trans, across
transeo, go
translatum, carry
transmitto, send
tremo, tremble
trepide, with
tres , three
tria, three
tribuo, give
tricesimus, thirtieth
triduana, lasting
tripudio, leap
tristis, sad
triumphus, triumphal
trucido, kill 
tu, you
tua, your
tubineus, cone
tui, your
tum, at
tumultus, uprising
tumulus, mound
tunc, then
turba, uproar
turbatio, disturbance
turbatus, angered
turbo, disturb
turpis, foul
tutaminis, defense
tutis, protected
tuum, your
tyrannus, tyrant
uberrime, most
ubi, where
ulciscor, take
ullus, any
ulterius, farther
ultio ultionis, avenging
ultra, beyond
umbra, shade
humerus, shoulder
umquam, ever
una, in one
unde, whence
undique, from
universe, generally
universi, all
universitas, the
universum, universe
universus, combined
unus, one
urbanus, urban
urbis, city
uredo, a
us, foreign
usitas, customary
usque, all
ustilo, burn
ustulo, burn
usus, use
ut, so that
uterque, both
utilis, useful
utilitas, utility
utique, at
usus, use
utpote, seeing
utrimque, from
utroque, both
utrum, whether
uxor, wife
vacuus, empty
vado, go 
valde, intensely
valens, strong
valetudo, health
validus, strong
vallum, palisade
vapulus, flogged
varietas, variety
varius, various
vehemens, violent
vehementer, violently
vel, or
velociter, quickly
velox, quick
velum, sail
venia, grace
venio , come
veni , come
ventum, come
ventito, come
ventosus, full
ventus, wind
ventus, wind
venustas, loveliness
ver, veris
verbera, 
verbum, word
vere, truly
verecundia, feeling
vereor, respect
vergo, bend
veritas, truth
Vernandense, 
vero, in
versus, line
verto, turn
verto, flee
verumptamen, notwithstanding
verus, true
vesco, vescor
vesica, bladder
vesper, evening
vespera, evening
vespillo, undertaker
vestigium, footstep
vestitum, clothe
vestis, clothing
vestrum , your
vestri, your
vetus, old
via, road
vicinus, neighbor
vicissitudo, change
victor, victor
victoria, victory
victus, living
videlicet, namely
vidi , see
visum, see
videor, be
viduata, deprived
viduo, deprive
vigilo, be
vigor, vigor
vilicus, villicus
vilis, cheap
vilitas, cheapness
villa, country
vinco , conquer
vici , conquer
victum, conquer
vinculum, bond
vindico , claim
vindico, liberate
vindico, avenge
vinitor, vine
vinum, wine
vir, man
virga, a
virgo, maiden
viridis, green
viriliter, manfully
virtus, manliness
vis, 
vis vires, 
viscus, flesh
vita, life
vitiosus, vicious
vitium, fault
vito, avoid
vivo , live
victum, live
vix, scarcely 
vociferor, cry
voco, call
volaticus, winged
volatilis,  flying
volens, willing
volo, mean
volo, fly
volo, wish
volubilis, rolling
volubiliter, fluently
voluntarius, voluntary
voluntas, wish
voluntas, last
volup, agreeably
voluptarius, pleasant
voluptas, pleasure
voluptuosus, delightful
volutabrum, pigsty
volva vulva, womb
vomer, plowshare
vomica, ulcer
vomito, vomit
vorago, chasm
vorax, gluttonous
voro, eat
vos, you
votum, promise
vox , voice
vocis, voice
vulariter, in
vulgaris, common
vulgivagus, wandering
vulgo, spread
vulnero, wound
vulnus, wound
volpes, fox
vulticulus, look
vultuosus, grimacing
volturius, vulture
vultus, expression
xiphias, sword
